序号,招聘主题,雇主类型
1586,教学科研及其他岗位,教育单位类
1587,总裁办行政助理EA（初级）,互联网科技企业
1588,触屏固件工程师（驱动工程师）,互联网科技企业
1590,交互设计师,互联网科技企业
1591,驱动工程师,互联网科技企业
1593,PPTC产品开发工程师,互联网科技企业
1594,器件研发工程师,互联网科技企业
1595,（三）工程师岗位C（助理工程师/工程师／高级工程师 若干）,研究机构
1596,（二）工程师岗位2（工程师／高级工程师 若干）,研究机构
1597,（四）工程师岗位4（助理工程师/工程师 若干）,研究机构
1598,产品测试岗、架构设计岗、人才培养及发展岗、大数据分析岗、程序开发岗,互联网科技企业
1599,微创®医疗机器人2022校园招聘正式启动！,医疗科技企业
1600,高中全职教师,工业科技企业
1601,多岗位招聘：业务拓展类、技术研发类、财务审计类、行政职能类	,其他类型企业
1602,材料及产品开发总监,互联网科技企业
1605,应用工程师FAE,互联网科技企业
1607,储备PMC主管,互联网科技企业
1609,海外销售工程师,互联网科技企业
1610,光刻研发工程师,互联网科技企业
1611,光学设计研发工程师,互联网科技企业
1612,FPGA研发工程师,互联网科技企业
1614,厂务特气工程师,互联网科技企业
1617,C++工程师,互联网科技企业
1618,数字后端助理工程师,互联网科技企业
1619,EMU工程师,互联网科技企业
1620,广州金融控股集团博士后,金融企业
1624,前端开发,互联网科技企业
1626,Android开发A工程师,互联网科技企业
1628,前后端开发或管理储备生或测试,互联网科技企业
1629,设施工程师,高新技术企业
1631,功能测试工程师,互联网科技企业
1634,助理实施顾问,工业科技企业
1635,助理技术顾问,工业科技企业
1636,助理销售,工业科技企业
1637,助理产品经理,工业科技企业
1638,助理架构师,工业科技企业
1640,Java后端开发工程师,工业科技企业
1641,元器件可靠性技术研究岗,研究机构
1645,信息化实施工程师,互联网科技企业
1646,信息化研发工程师（JAVA开发工程师）,互联网科技企业
1649,嵌入式研发工程师,互联网科技企业
1650,中试工程师,互联网科技企业
1651,振动故障诊断与信号分析算法,互联网科技企业
1654,项目技术研究及实施工程师,互联网科技企业
1655,软件开发工程师 （Java/前端/Android/iOS）,互联网科技企业
1657,IC模拟工程师,工业科技企业
1658,2022菁英计划-西安,互联网科技企业
1659,财务会计岗,互联网科技企业
1663,5G网络工程师,互联网科技企业
1664,播控系统技术调度岗,互联网科技企业
1666,封装研发工程师,互联网科技企业
1668,制冷机研发工程师,互联网科技企业
1669,设备（助理）工程师,互联网科技企业
1670,质量（助理）工程师,互联网科技企业
1671,见职位详情,互联网科技企业
1672,核桃管培生,互联网科技企业
1674,项目管理专员,互联网科技企业
1677,中信证券杭州凤起路营业部2022校招培训生,金融企业
1678,系统开发,互联网科技企业
1680,研发工程师助理,高新技术企业
1681,推广专员,教育单位类
1683,UE4开发工程师,互联网科技企业
1684,视觉算法工程师,互联网科技企业
1685,模拟仿真工程师（物理）,互联网科技企业
1686,技术美术,互联网科技企业
1687,UE4美术师,互联网科技企业
1690,产品及解决方案,互联网科技企业
1691,业务顾问,互联网科技企业
1692,AI工程师,互联网科技企业
1693,软件研发工程师（Java/C++/Golang）,互联网科技企业
1694,计算机视觉算法工程师,互联网科技企业
1695,java开发,互联网科技企业
1696,技术顾问-BI方向,互联网科技企业
1697,技术顾问--BI方向,互联网科技企业
1699,算法工程师（调度优化）,互联网科技企业
1700,数字电路设计工程师,互联网科技企业
1702,综合及后端设计工程师,互联网科技企业
1703,项目实施顾问,互联网科技企业
1707,财务审计岗,工业科技企业
1708,嵌入式驱动软件工程师,互联网科技企业
1709,多媒体驱动软件工程师,互联网科技企业
1711,ISP算法工程师,互联网科技企业
1712,视频算法工程师,互联网科技企业
1713,成本造价岗,工业科技企业
1714,机械管理岗,工业科技企业
1715,电气技术岗,工业科技企业
1717,模拟版图工程师,互联网科技企业
1719,2022届校招算法工程师,互联网科技企业
1722,2022届校招-软件开发工程师,互联网科技企业
1723,应用开发,医疗科技企业
1725,硬件工程师、软件工程师、算法工程师、结构工程师、电路设计工程师、FPGA工程师、测试工程师、微组装工程师等岗位；,互联网科技企业
1726,可靠性工程师、传感器工艺工程师（懂焊接）、微电子工艺工程师等；,互联网科技企业
1727,数字逻辑设计工程师,工业科技企业
1728,数字逻辑验证工程师,工业科技企业
1730,销售工程师（北京、西安、青岛等区域）；,互联网科技企业
1731,管培生——人力、财务、质量、采购、设备管理、战略发展部等方向；,互联网科技企业
1732,集成电路物理设计工程师,工业科技企业
1733,计算机平台软硬件开发工程师,工业科技企业
1734,IT系统运维工程师,工业科技企业
1735,设计自动化（CAD）开发工程师,工业科技企业
1736,C++软件开发工程师,互联网科技企业
1737,器件模型开发工程师,互联网科技企业
1739,组稿编辑,教育单位类
1740,学术编辑,教育单位类
1741,PDK开发工程师,互联网科技企业
1742,Qt开发工程师,互联网科技企业
1743,产品验证工程师,互联网科技企业
1744,期刊编辑,教育单位类
1745,课程编辑（职教）,教育单位类
1746,文稿编辑（计算机）,教育单位类
1747,文稿编辑（理工）,教育单位类
1748,信息化技术员,工业科技企业
1749,营销助理(经管),教育单位类
1750,营销专员(医学),教育单位类
1751,EDA软件开发工程师,互联网科技企业
1752,雷达信号处理技术研究岗,研究机构
1753,微波系统设计岗,研究机构
1755,软件工程师 （ C++/QT/C#方向 ）,互联网科技企业
1756,算法工程师（图像处理/深度学习方向）,互联网科技企业
1758,机器视觉工程师,互联网科技企业
1762,光学设计工程师,互联网科技企业
1763,光学测试工程师,互联网科技企业
1764,光学结构工程师,互联网科技企业
1766,用户研究/运营,互联网科技企业
1768,数据工程师,互联网科技企业
1770,2022届橙星管培生（核保）,金融企业
1771,2022届橙星管培生（职能）,金融企业
1774,产品经理助理,金融企业
1775,2022届橙星管培生（市场营销）,金融企业
1776,IC数字电路工程师,互联网科技企业
1777,IC软件工程师,互联网科技企业
1778,研发类岗位/工程类岗位/运营支持类岗位,互联网科技企业
1779,投资经理助理,金融企业
1780,行政人事助理,金融企业
1781,大数据管理岗,互联网科技企业
1783,游戏运营,互联网科技企业
1784,Golang服务端开发工程师,互联网科技企业
1786,经营专员,互联网科技企业
1787,科创青苗计划,互联网科技企业
1788,Unity3D开发工程师,互联网科技企业
1789,推荐算法工程师,互联网科技企业
1795,会计助理,互联网科技企业
1797,项目运营专员,互联网科技企业
1798,项目申报专员,互联网科技企业
1799,硬件产品经理,互联网科技企业
1800,软件产品经理,互联网科技企业
1802,web前端开发工程师,互联网科技企业
1805,研发工程师/镀膜方向,互联网科技企业
1806,研发工程师/冷加工方向,互联网科技企业
1808,机械博士后,互联网科技企业
1809,软件博士后,互联网科技企业
1810,化学博士后,互联网科技企业
1811,激光工艺博士后,互联网科技企业
1812,光学博士后,互联网科技企业
1815,总经理助理,互联网科技企业
1816,化学实验员,互联网科技企业
1817,销售工程师/销售经理,互联网科技企业
1818,光学实习生,互联网科技企业
1822,机械工艺工程师,互联网科技企业
1824,助理软件工程师,互联网科技企业
1826,传动/动力工程师,工业科技企业
1828,控制工程师,工业科技企业
1829,装配工艺师,工业科技企业
1830,供方开发工程师,工业科技企业
1831,焊接工艺师,工业科技企业
1833,海外销售经理,工业科技企业
1835,品牌管理/市场分析,工业科技企业
1837,精益生产管理,工业科技企业
1838,光学研发主管,互联网科技企业
1840,质量体系管理,工业科技企业
1842,激光工艺工程师,互联网科技企业
1843,助理化学工程师,互联网科技企业
1845,图像识别算法工程师,互联网科技企业
1846,企业级销售管理培训生（专业不限）,互联网科技企业
1847,进站博士后,互联网科技企业
1849,C++研发工程师,互联网科技企业
1850,企业级销售管理培训生-全国各省会城市-专业不限,互联网科技企业
1854,JAVA研发工程师,互联网科技企业
1856,光罩数据处理工程师,工业科技企业
1859,测试开发工程师（JAVA基础）,互联网科技企业
1860,企业级销售管理培训生-专业不限-全国省会,互联网科技企业
1862,PHP开发工程师,互联网科技企业
1863,售后工程师(产品部),互联网科技企业
1864,锦跃生/未来翼,专业技术服务企业
1865,企业级销售管理培训生-专业不限-全国省会城市,互联网科技企业
1867,企业级销售管理培训生,互联网科技企业
1868,算法工程师（实习）,工业科技企业
1869,软件工程师（实习）,工业科技企业
1872,产品/工艺/质量工程师,工业科技企业
1874,区块链研究员,工业科技企业
1878,AI算法工程师,互联网科技企业
